Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Food storage material (product.metafields.shopify.food-storage-material),Shape (product.metafields.shopify.shape),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
linoroso-bento-box-veri-peri,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/2_ad4d90a6-0b72-427b-9bf0-ff71b8994f08.jpg?v=1731884473,2,Linoroso Bento Box-Veri Peri - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-veri-peri,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/8_ad06b3c2-d810-4be4-9e20-3b447b526ccd.jpg?v=1731884476,3,Linoroso Bento Box-Veri Peri - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-veri-peri,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/3_82dcf7ad-6c88-47c2-8a62-d9572f1d9b8a.jpg?v=1731884479,4,Linoroso Bento Box-Veri Peri - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-veri-peri,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/4_d5c0a119-0b38-464d-ab60-8469d5d886ba.jpg?v=1731884482,5,Linoroso Bento Box-Veri Peri - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-veri-peri,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/5_0d08b694-4ae8-4c0d-9995-f77a869a72b9.jpg?v=1731884485,6,Linoroso Bento Box-Veri Peri - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-veri-peri,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/7_b46fcf39-3f94-432f-9035-0764ca5e79a3.jpg?v=1731884488,7,Linoroso Bento Box-Veri Peri - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-classic-blue,Linoroso Bento Box-Classic Blue,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">More than a bento lunch box for adult and kids, they are inspired by the ""balaned diet"" mindset, designed with sleek, modernistic lines.</li>
<li data-mce-fragment=""1"">The top container features 3 compartments. It's sepecially designed to keep the food seperate.</li>
<li data-mce-fragment=""1"">This bento boxes are leak-proof and dishwasher, freezer and microwave safe.</li>
<li data-mce-fragment=""1"">Top container with three compartments and bottom container. Bento box accessories : two sauce cups / salad dressing containers, utensils (creative designed fork and spoon) are all included.</li>
</ul>",Linoroso,,"","",true,Title,Default Title,,,,,,,,LBB16,0.0,shopify,deny,manual,29.95,,true,true,"",https://cdn.shopify.com/s/files/1/0291/3835/4275/products/1_b9f94018-8933-4760-8e28-e35128f4aa9f.jpg?v=1731884450,1,Linoroso Bento Box-Classic Blue - Linoroso ,false,,,667,,,,,,,,,,,,'83,,,,,,,,,kg,,,true,,,true,,,active
linoroso-bento-box-classic-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/2_952f1ac4-b3ab-4c37-88dd-7c49284c1dab.jpg?v=1731884453,2,Linoroso Bento Box-Classic Blue - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-classic-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/8_d52b0147-bea2-4ff4-85f9-2dc58c9e0de7.jpg?v=1731884455,3,Linoroso Bento Box-Classic Blue - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-classic-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/3_6bc1fcbe-4a0f-4707-ba8e-ae788fa8a8ba.jpg?v=1731884459,4,Linoroso Bento Box-Classic Blue - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-classic-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/5_8b80ba2a-43d5-4cf9-83c7-558d1ff30f37.jpg?v=1731884462,5,Linoroso Bento Box-Classic Blue - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-classic-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/6_c54ad389-abbc-4ed5-b653-262db27e449e.jpg?v=1731884465,6,Linoroso Bento Box-Classic Blue - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-classic-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/7_94fc4c81-4e78-47b3-ab1b-f4e89327062d.jpg?v=1731884469,7,Linoroso Bento Box-Classic Blue - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-kitchen-scissors-black,Linoroso Kitchen Scissors (Black),"<ul class=""a-unordered-list a-vertical"" data-mce-fragment=""1"">
<li><span data-mce-fragment=""1"">All purpose kitchen scissors<br></span></li>
<li><span data-mce-fragment=""1"">Made from premium and durable Japanese Steel 4034</span></li>
<li><span>Magnetic Holder Design can put the shears on any metal </span></li>
</ul>",Linoroso,,"","",true,Title,Default Title,,,,,,,,LKS05,0.0,shopify,deny,manual,28.99,,true,true,"",https://cdn.shopify.com/s/files/1/0291/3835/4275/products/6a3393b2c015bbe1ef907173dc6662e.jpg?v=1733698404,1,Linoroso Kitchen Scissors (Black) - Linoroso ,false,,,504641,,,,,,,,,,,,'291,,,,,,,,,kg,,,true,,,true,,,active
linoroso-kitchen-scissors-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/2_1e70333a-0831-472b-b3fb-0d1a2009e4f7.jpg?v=1731884436,2,Linoroso Kitchen Scissors (Black) - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-kitchen-scissors-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P3_c1e6b838-fa83-4934-9a8b-1a7792bf3adb.jpg?v=1731884439,3,Linoroso Kitchen Scissors (Black) - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-kitchen-scissors-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P4_b278d72e-c469-4b86-9d43-db822dcbce11.jpg?v=1731884441,4,Linoroso Kitchen Scissors (Black) - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-kitchen-scissors-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P5_207d22fc-b8ef-497f-a8e4-37b3e5565969.jpg?v=1731884445,5,Linoroso Kitchen Scissors (Black) - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-kitchen-scissors-black,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P6_43242482-b0e8-467b-a0f0-27f7f4fed160.jpg?v=1731884448,6,Linoroso Kitchen Scissors (Black) - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-5-7-inch-boning-knife-sharp-forged-german-carbon-stainless-steel-kitchen-knife-with-elegant-gift-box,Linoroso 5.7 inch Boning Knife,"<ul>
<li>Full tang and forged bolster for superb robustness and creating the perfect balance between the blade and handle.</li>
<li>The unique shape is ergonomically crafted for optimum comfort, control, and agility.</li>
</ul>",Linoroso,,boning knife,"",true,Title,Default Title,,,,,,,,PCF04,290.0,shopify,deny,manual,34.99,,true,true,"",https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P1_9afa9d39-21d7-4f62-9b1d-f352137a6833.jpg?v=1731884416,1,Linoroso 5.7 inch Boning Knife - Linoroso ,false,,,665,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
linoroso-5-7-inch-boning-knife-sharp-forged-german-carbon-stainless-steel-kitchen-knife-with-elegant-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P2_57e86594-3f83-44be-96ad-2a6b2ec1657d.jpg?v=1731884418,2,Linoroso 5.7 inch Boning Knife - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-5-7-inch-boning-knife-sharp-forged-german-carbon-stainless-steel-kitchen-knife-with-elegant-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P3_f778c7d6-d22f-46bb-aca4-dac64a0c7147.jpg?v=1731884421,3,Linoroso 5.7 inch Boning Knife - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-5-7-inch-boning-knife-sharp-forged-german-carbon-stainless-steel-kitchen-knife-with-elegant-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P4_bfcc7573-4076-496c-a1f6-7eb20097a846.jpg?v=1731884424,4,Linoroso 5.7 inch Boning Knife - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-5-7-inch-boning-knife-sharp-forged-german-carbon-stainless-steel-kitchen-knife-with-elegant-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P6_2f3a9069-e268-4bba-a5e8-2677b83be3fe.jpg?v=1731884428,5,Linoroso 5.7 inch Boning Knife - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-5-7-inch-boning-knife-sharp-forged-german-carbon-stainless-steel-kitchen-knife-with-elegant-gift-box,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P7_31821aaa-0e16-40ed-a9a1-4d8d448a979f.jpg?v=1731884431,6,Linoroso 5.7 inch Boning Knife - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-nylon-cooking-utensils-set,Linoroso Nylon Cooking Utensils Set,"<ul>
<li><span>Linoroso heat resistant nylon kitchen utensils set can withstand high temperatures up to 210℃/410℉.</span></li>
<li><span>6Pcs elevated kitchen utensils set, includes the spoon, ladle, skimmer, slotted turner, slotted spoon, spaghetti server.</span></li>
<li><span>Three-dimensional standing design is to facilitate the storage of your cookware for saving the kitchen space; rotating stand design is easy for utensil selection.</span></li>
<li><span>Utensils are dishwasher-safe and kitchen towels-saving, and you could clean them gently with soft cloths.</span></li>
</ul>",Linoroso,,"","",true,Title,Default Title,,,,,,,,LUT01,1600.0,shopify,deny,manual,44.99,,true,true,"",https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P1_8616f7cc-836e-4d2c-8fb3-fcbca941aa15.jpg?v=1733698403,1,Linoroso Nylon Cooking Utensils Set - Linoroso ,false,,,,,,,,,,,,,,,'1,,,,,,,,,kg,,,true,,,true,,,active
linoroso-nylon-cooking-utensils-set,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P2_1.jpg?v=1731884406,2,Linoroso Nylon Cooking Utensils Set - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-nylon-cooking-utensils-set,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P3_468d7416-c667-4ede-a7d6-ef8d173f91cf.jpg?v=1731884408,3,Linoroso Nylon Cooking Utensils Set - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-nylon-cooking-utensils-set,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P4_2eca7e02-3901-45b2-b0c1-2812f7c61019.jpg?v=1731884410,4,Linoroso Nylon Cooking Utensils Set - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-nylon-cooking-utensils-set,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/P5_662d0c20-1f1a-4e98-ba13-a50fc6b237ea.jpg?v=1731884413,5,Linoroso Nylon Cooking Utensils Set - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-blue,Linoroso GRIPMAX Cutting Board-Blue,"<p data-mce-fragment=""1"">Set included: <br data-mce-fragment=""1"">14.4'' x 10'' x 0.6'' Cutting board</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">9.5"" x 7.8"" x 0.15"" Fruit cutting mat</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">9.5"" x 5.9"" x 0.15"" Defrosting Tray</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Juice Groove &amp; Slip Resistant</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Dishwasher Safe</span></li>
</ul>",Linoroso,,Boards,"Boards, cutiing board",true,Title,Default Title,,,,,,,,LCB009,780.0,shopify,deny,manual,29.95,,true,true,"",https://cdn.shopify.com/s/files/1/0291/3835/4275/products/LCB009.jpg?v=1731884391,1,Linoroso GRIPMAX Cutting Board-Blue - Linoroso ,false,,,666,,,,,,,,,,,,,,,,,,,,,kg,,6.02,true,,,true,,,active
linoroso-gripmax-cutting-board-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/20210710120915.jpg?v=1731884393,2,Linoroso GRIPMAX Cutting Board-Blue - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/20220127174849.jpg?v=1731884396,3,Linoroso GRIPMAX Cutting Board-Blue - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/20210720174223.jpg?v=1731884399,4,Linoroso GRIPMAX Cutting Board-Blue - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/1_aa2153ab-cba3-4251-9b88-6d559448a370.jpg?v=1731884401,5,Linoroso GRIPMAX Cutting Board-Blue - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-red,Linoroso GRIPMAX Cutting Board-Red,"<p data-mce-fragment=""1"">Set included: <br data-mce-fragment=""1"">14.4'' x 10'' x 0.6'' Cutting board</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">9.5"" x 7.8"" x 0.15"" Fruit cutting mat</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">9.5"" x 5.9"" x 0.15"" Defrosting Tray</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Juice Groove &amp; Slip Resistant</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Dishwasher Safe</span></li>
</ul>",Linoroso,,Boards,"Boards, cutting board",true,Title,Default Title,,,,,,,,LCB008,780.0,shopify,deny,manual,29.95,,true,true,"",https://cdn.shopify.com/s/files/1/0291/3835/4275/products/58ab3a9d8cc32ede40695cb7793051a.png?v=1731884378,1,Linoroso GRIPMAX Cutting Board-Red - Linoroso ,false,,,666,,,,,,,,,,,,,,,,,,,,,kg,,6.02,true,,,true,,,active
linoroso-gripmax-cutting-board-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/9_02eb4902-1977-4daf-a946-c2b6ad373069.jpg?v=1731884381,2,Linoroso GRIPMAX Cutting Board-Red - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/10.jpg?v=1731884383,3,Linoroso GRIPMAX Cutting Board-Red - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/7_09886601-253b-44fc-842f-b08c1ab304c4.jpg?v=1731884385,4,Linoroso GRIPMAX Cutting Board-Red - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-red,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/4_12dde043-9aa8-4a5b-9fd0-a86091ac03bd.jpg?v=1731884388,5,Linoroso GRIPMAX Cutting Board-Red - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-green,Linoroso GRIPMAX Cutting Board-Green,"<p data-mce-fragment=""1"">Set included: <br data-mce-fragment=""1"">14.4'' x 10'' x 0.6'' Cutting board</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">9.5"" x 7.8"" x 0.15"" Fruit cutting mat</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">9.5"" x 5.9"" x 0.15"" Defrosting Tray</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Juice Groove &amp; Slip Resistant</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Dishwasher Safe</span></li>
</ul>",Linoroso,,Boards,"Boards, cutiing board",true,Title,Default Title,,,,,,,,LCB007,780.0,shopify,deny,manual,29.95,,true,true,"",https://cdn.shopify.com/s/files/1/0291/3835/4275/products/LCB007.jpg?v=1731884363,1,Linoroso GRIPMAX Cutting Board-Green - Linoroso ,false,,,666,,,,,,,,,,,,,,,,,,,,,kg,,6.02,true,,,true,,,active
linoroso-gripmax-cutting-board-green,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/20220128153559.jpg?v=1731884366,2,Linoroso GRIPMAX Cutting Board-Green - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-green,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/20210729152531_94859f07-01fe-4ea0-bbb5-448898953452.jpg?v=1731884369,3,Linoroso GRIPMAX Cutting Board-Green - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-green,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/9aadfeab68bdfaf63fea38448329545.jpg?v=1731884371,4,Linoroso GRIPMAX Cutting Board-Green - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-green,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/ab7481329b32904b5f74c928e0a3f0a.jpg?v=1731884374,5,Linoroso GRIPMAX Cutting Board-Green - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-ivory-white,Linoroso GRIPMAX Cutting Board-Ivory White,"<p data-mce-fragment=""1"">Set included: <br data-mce-fragment=""1"">14.4'' x 10'' x 0.6'' Cutting board</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">9.5"" x 7.8"" x 0.15"" Fruit cutting mat</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">9.5"" x 5.9"" x 0.15"" Defrosting Tray</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Juice Groove &amp; Slip Resistant</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Dishwasher Safe</span></li>
</ul>",Linoroso,,Boards,"Boards, cutiing board",true,Title,Default Title,,,,,,,,LCB012,780.0,shopify,deny,manual,29.95,,true,true,"",https://cdn.shopify.com/s/files/1/0291/3835/4275/products/20220126112041.jpg?v=1731884350,1,Linoroso GRIPMAX Cutting Board-Ivory White - Linoroso ,false,,,666,,,,,,,,,,,,,,,,,,,,,kg,,6.02,true,,,true,,,active
linoroso-gripmax-cutting-board-ivory-white,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/9_9f324dc1-b341-4ac4-b122-4a1910e35380.jpg?v=1731884352,2,Linoroso GRIPMAX Cutting Board-Ivory White - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-ivory-white,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/10_8c2e2092-829a-49b1-b8d4-dfd4ab556787.jpg?v=1731884355,3,Linoroso GRIPMAX Cutting Board-Ivory White - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-ivory-white,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/4_15dd6e50-36a0-41c5-9b35-5a9eef7cad93.jpg?v=1731884357,4,Linoroso GRIPMAX Cutting Board-Ivory White - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-gripmax-cutting-board-ivory-white,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/7_888a4b98-9524-4ef1-b9ff-c50b529cad79.jpg?v=1731884360,5,Linoroso GRIPMAX Cutting Board-Ivory White - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-santoku-knife-7-inch-classic-series,Linoroso Santoku Knife 7 inch -Classic Series,"<ul>
<li><span>【Premium Material】The Linoroso Classic series of santoku knives are made from imported expertly forged German ThyssenKrupp high carbon stainless steel, one of the best culinary cutlery materials on the market.</span></li>
<li><span>【Incredibly Durable and Razor Sharp】The integration of chromium into the stainless steel results in a product that is extremely robust, durable, firm, and rust/corrosion resistant.</span></li>
<li><span>【Fit for All Tasks】Designed to handle kitchen tasks both big and small. </span></li>
<li><span>【 Ergonomic Handle】Full tang and forged bolster for superb robustness and creating the perfect balance between the blade and handle.</span></li>
<li><span>【Lifetime and 100% Money Back Guarantee 】 If for any reason, your product proves to be unsatisfactory, please contact us to manage full refund or replacement. Please enjoy your purchase without risk.</span></li>
</ul>",Linoroso,,"","",true,Title,Default Title,,,,,,,,PCF17,480.0,shopify,continue,manual,36.95,,true,true,"",https://cdn.shopify.com/s/files/1/0291/3835/4275/products/1_0dc4c0fc-b06c-49be-93f5-da0ba478c278.jpg?v=1731884338,1,Linoroso Santoku Knife 7 inch -Classic Series - Linoroso ,false,,,665,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
linoroso-santoku-knife-7-inch-classic-series,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/7_f3076642-8d4d-427e-a452-c7385873c7e5.jpg?v=1731884340,2,Linoroso Santoku Knife 7 inch -Classic Series - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-santoku-knife-7-inch-classic-series,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/8_ac32fec9-6e79-48b7-8b2b-d81c18e6099f.jpg?v=1731884343,3,Linoroso Santoku Knife 7 inch -Classic Series - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-santoku-knife-7-inch-classic-series,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/2_aea25733-cc2f-4c3c-b4d2-b4efe80298be.jpg?v=1731884345,4,Linoroso Santoku Knife 7 inch -Classic Series - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-santoku-knife-7-inch-classic-series,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/5_90fd8345-f24b-40fb-9007-ebd6a18111d5.jpg?v=1731884348,5,Linoroso Santoku Knife 7 inch -Classic Series - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linoroso-bento-box-frozen-berry,Linoroso Bento Box-Frozen Berry,"<ul>
<li>More than a bento lunch box for adult and kids, they are inspired by the ""balaned diet"" mindset, designed with sleek, modernistic lines.</li>
<li>The top container features 3 compartments. It's sepecially designed to keep the food seperate.</li>
<li>This bento boxes are leak-proof and dishwasher, freezer and microwave safe.</li>
<li>Top container with three compartments and bottom container. Bento box accessories : two sauce cups / salad dressing containers, utensils (creative designed fork and spoon) are all included.</li>
</ul>",Linoroso,,"",LUNCH BOX,true,Title,Default Title,,,,,,,,LBB15,670.0,shopify,deny,manual,29.95,,true,true,"",https://cdn.shopify.com/s/files/1/0291/3835/4275/products/20220127115541.jpg?v=1731884319,1,Linoroso Bento Box-Frozen Berry - Linoroso ,false,,,667,,,,,,,,,,,,,,,,,,,,,kg,,4.25,true,,,true,,,active
linoroso-bento-box-frozen-berry,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/3835/4275/products/8cfb1e8ad406ec62fe71089333e9967.jpg?v=1731884322,2,Linoroso Bento Box-Frozen Berry - Linoroso ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
